match_id,season,split
1996-01-14_real_madrid_zaragoza,1995-96,train
1996-01-14_salamanca_sevilla,1995-96,train
1996-01-14_sociedad_santander,1995-96,train
1996-01-14_tenerife_sp_gijon,1995-96,train
1996-01-14_valencia_celta,1995-96,train
1996-01-14_vallecano_ath_bilbao,1995-96,train
1996-01-20_valencia_la_coruna,1995-96,train
1996-01-21_albacete_sp_gijon,1995-96,train
1996-01-21_barcelona_valladolid,1995-96,train
1996-01-21_betis_merida,1995-96,train
1996-01-21_compostela_celta,1995-96,train
1996-01-21_oviedo_zaragoza,1995-96,train
1996-01-21_real_madrid_vallecano,1995-96,train
1996-01-21_salamanca_espanol,1995-96,train
1996-01-21_santander_ath_bilbao,1995-96,train
1996-01-21_sociedad_ath_madrid,1995-96,train
1996-01-21_tenerife_sevilla,1995-96,train
1996-01-24_ath_bilbao_real_madrid,1995-96,train
1996-01-24_ath_madrid_santander,1995-96,train
1996-01-24_celta_salamanca,1995-96,train
1996-01-24_espanol_tenerife,1995-96,train
1996-01-24_la_coruna_compostela,1995-96,train
1996-01-24_sevilla_albacete,1995-96,train
1996-01-24_sp_gijon_sociedad,1995-96,train
1996-01-24_valladolid_valencia,1995-96,train
1996-01-24_vallecano_oviedo,1995-96,train
1996-01-24_zaragoza_betis,1995-96,train
1996-01-25_merida_barcelona,1995-96,train
1996-01-27_salamanca_la_coruna,1995-96,train
1996-01-28_albacete_espanol,1995-96,train
1996-01-28_ath_madrid_ath_bilbao,1995-96,train
1996-01-28_barcelona_zaragoza,1995-96,train
1996-01-28_betis_vallecano,1995-96,train
1996-01-28_compostela_valladolid,1995-96,train
1996-01-28_oviedo_real_madrid,1995-96,train
1996-01-28_santander_sp_gijon,1995-96,train
1996-01-28_sociedad_sevilla,1995-96,train
1996-01-28_tenerife_celta,1995-96,train
1996-01-28_valencia_merida,1995-96,train
1996-02-03_sp_gijon_ath_madrid,1995-96,train
1996-02-03_zaragoza_valencia,1995-96,train
1996-02-04_ath_bilbao_oviedo,1995-96,train
1996-02-04_celta_albacete,1995-96,train
1996-02-04_espanol_sociedad,1995-96,train
1996-02-04_la_coruna_tenerife,1995-96,train
1996-02-04_merida_compostela,1995-96,train
1996-02-04_real_madrid_betis,1995-96,train
1996-02-04_sevilla_santander,1995-96,train
1996-02-04_valladolid_salamanca,1995-96,train
1996-02-04_vallecano_barcelona,1995-96,train
1996-02-10_ath_madrid_sevilla,1995-96,train
1996-02-10_barcelona_real_madrid,1995-96,train
1996-02-10_valencia_vallecano,1995-96,train
1996-02-11_albacete_la_coruna,1995-96,train
1996-02-11_betis_oviedo,1995-96,train
1996-02-11_compostela_zaragoza,1995-96,train
1996-02-11_salamanca_merida,1995-96,train
1996-02-11_santander_espanol,1995-96,train
1996-02-11_sociedad_celta,1995-96,train
1996-02-11_sp_gijon_ath_bilbao,1995-96,train
1996-02-11_tenerife_valladolid,1995-96,train
1996-02-17_real_madrid_valencia,1995-96,train
1996-02-17_zaragoza_salamanca,1995-96,train
1996-02-18_ath_bilbao_betis,1995-96,train
1996-02-18_celta_santander,1995-96,train
1996-02-18_espanol_ath_madrid,1995-96,train
1996-02-18_la_coruna_sociedad,1995-96,train
1996-02-18_merida_tenerife,1995-96,train
1996-02-18_oviedo_barcelona,1995-96,train
1996-02-18_sevilla_sp_gijon,1995-96,train
1996-02-18_valladolid_albacete,1995-96,train
1996-02-18_vallecano_compostela,1995-96,train
1996-02-24_santander_la_coruna,1995-96,train
1996-02-25_albacete_merida,1995-96,train
1996-02-25_ath_madrid_celta,1995-96,train
1996-02-25_barcelona_betis,1995-96,train
1996-02-25_compostela_real_madrid,1995-96,train
1996-02-25_salamanca_vallecano,1995-96,train
1996-02-25_sevilla_ath_bilbao,1995-96,train
1996-02-25_sociedad_valladolid,1995-96,train
1996-02-25_sp_gijon_espanol,1995-96,train
1996-02-25_tenerife_zaragoza,1995-96,train
1996-02-25_valencia_oviedo,1995-96,train
1996-03-02_ath_bilbao_barcelona,1995-96,train
1996-03-02_espanol_sevilla,1995-96,train
1996-03-02_merida_sociedad,1995-96,train
1996-03-02_real_madrid_salamanca,1995-96,train
1996-03-02_valladolid_santander,1995-96,train
1996-03-03_betis_valencia,1995-96,train
1996-03-03_celta_sp_gijon,1995-96,train
1996-03-03_la_coruna_ath_madrid,1995-96,train
1996-03-03_oviedo_compostela,1995-96,train
1996-03-03_vallecano_tenerife,1995-96,train
1996-03-03_zaragoza_albacete,1995-96,train
1996-03-09_valencia_barcelona,1995-96,train
1996-03-10_albacete_vallecano,1995-96,train
1996-03-10_ath_madrid_valladolid,1995-96,train
1996-03-10_compostela_betis,1995-96,train
1996-03-10_espanol_ath_bilbao,1995-96,train
1996-03-10_salamanca_oviedo,1995-96,train
1996-03-10_santander_merida,1995-96,train
1996-03-10_sevilla_celta,1995-96,train
1996-03-10_sociedad_zaragoza,1995-96,train
1996-03-10_sp_gijon_la_coruna,1995-96,train
1996-03-10_tenerife_real_madrid,1995-96,train
1996-03-16_barcelona_compostela,1995-96,train
1996-03-16_real_madrid_albacete,1995-96,train
1996-03-16_zaragoza_santander,1995-96,train
1996-03-17_ath_bilbao_valencia,1995-96,train
1996-03-17_betis_salamanca,1995-96,train
1996-03-17_celta_espanol,1995-96,train
1996-03-17_la_coruna_sevilla,1995-96,train
1996-03-17_merida_ath_madrid,1995-96,train
1996-03-17_oviedo_tenerife,1995-96,train
1996-03-17_valladolid_sp_gijon,1995-96,train
1996-03-17_vallecano_sociedad,1995-96,train
1996-03-23_sp_gijon_merida,1995-96,train
1996-03-23_tenerife_betis,1995-96,train
1996-03-24_albacete_oviedo,1995-96,train
1996-03-24_ath_madrid_zaragoza,1995-96,train
1996-03-24_celta_ath_bilbao,1995-96,train
1996-03-24_compostela_valencia,1995-96,train
1996-03-24_espanol_la_coruna,1995-96,train
1996-03-24_salamanca_barcelona,1995-96,train
1996-03-24_santander_vallecano,1995-96,train
1996-03-24_sevilla_valladolid,1995-96,train
1996-03-24_sociedad_real_madrid,1995-96,train
1996-03-27_ath_bilbao_compostela,1995-96,train
1996-03-27_barcelona_tenerife,1995-96,train
1996-03-27_betis_albacete,1995-96,train
1996-03-27_la_coruna_celta,1995-96,train
1996-03-27_merida_sevilla,1995-96,train
1996-03-27_real_madrid_santander,1995-96,train
1996-03-27_valencia_salamanca,1995-96,train
1996-03-27_valladolid_espanol,1995-96,train
1996-03-27_vallecano_ath_madrid,1995-96,train
1996-03-27_zaragoza_sp_gijon,1995-96,train
1996-03-28_oviedo_sociedad,1995-96,train
1996-03-31_albacete_barcelona,1995-96,train
1996-03-31_ath_madrid_real_madrid,1995-96,train
1996-03-31_celta_valladolid,1995-96,train
1996-03-31_espanol_merida,1995-96,train
1996-03-31_la_coruna_ath_bilbao,1995-96,train
1996-03-31_salamanca_compostela,1995-96,train
1996-03-31_santander_oviedo,1995-96,train
1996-03-31_sevilla_zaragoza,1995-96,train
1996-03-31_sociedad_betis,1995-96,train
1996-03-31_sp_gijon_vallecano,1995-96,train
1996-03-31_tenerife_valencia,1995-96,train
1996-04-06_barcelona_sociedad,1995-96,train
1996-04-06_oviedo_ath_madrid,1995-96,train
1996-04-06_zaragoza_espanol,1995-96,train
1996-04-07_ath_bilbao_salamanca,1995-96,train
1996-04-07_betis_santander,1995-96,train
1996-04-07_compostela_tenerife,1995-96,train
1996-04-07_merida_celta,1995-96,train
1996-04-07_real_madrid_sp_gijon,1995-96,train
1996-04-07_valencia_albacete,1995-96,train
1996-04-07_valladolid_la_coruna,1995-96,train
1996-04-07_vallecano_sevilla,1995-96,train
1996-04-13_santander_barcelona,1995-96,train
1996-04-13_sevilla_real_madrid,1995-96,train
1996-04-14_albacete_compostela,1995-96,train
1996-04-14_ath_madrid_betis,1995-96,train
1996-04-14_celta_zaragoza,1995-96,train
1996-04-14_espanol_vallecano,1995-96,train
1996-04-14_la_coruna_merida,1995-96,train
1996-04-14_sociedad_valencia,1995-96,train
1996-04-14_sp_gijon_oviedo,1995-96,train
1996-04-14_tenerife_salamanca,1995-96,train
1996-04-14_valladolid_ath_bilbao,1995-96,train
1996-04-20_barcelona_ath_madrid,1995-96,train
1996-04-20_valencia_santander,1995-96,train
1996-04-21_ath_bilbao_tenerife,1995-96,train
1996-04-21_betis_sp_gijon,1995-96,train
1996-04-21_compostela_sociedad,1995-96,train
1996-04-21_merida_valladolid,1995-96,train
1996-04-21_oviedo_sevilla,1995-96,train
1996-04-21_real_madrid_espanol,1995-96,train
1996-04-21_salamanca_albacete,1995-96,train
1996-04-21_vallecano_celta,1995-96,train
1996-04-21_zaragoza_la_coruna,1995-96,train
1996-04-27_ath_madrid_valencia,1995-96,train
1996-04-28_albacete_tenerife,1995-96,train
1996-04-28_celta_real_madrid,1995-96,train
1996-04-28_la_coruna_vallecano,1995-96,train
1996-04-28_merida_ath_bilbao,1995-96,train
1996-04-28_santander_compostela,1995-96,train
1996-04-28_sevilla_betis,1995-96,train
1996-04-28_sociedad_salamanca,1995-96,train
1996-04-28_sp_gijon_barcelona,1995-96,train
1996-04-28_valladolid_zaragoza,1995-96,train
1996-05-04_compostela_ath_madrid,1995-96,train
1996-05-04_valencia_sp_gijon,1995-96,train
1996-05-05_ath_bilbao_albacete,1995-96,train
1996-05-05_barcelona_sevilla,1995-96,train
1996-05-05_betis_espanol,1995-96,train
1996-05-05_oviedo_celta,1995-96,train
1996-05-05_real_madrid_la_coruna,1995-96,train
1996-05-05_salamanca_santander,1995-96,train
1996-05-05_tenerife_sociedad,1995-96,train
1996-05-05_vallecano_valladolid,1995-96,train
1996-05-05_zaragoza_merida,1995-96,train
1996-05-08_espanol_oviedo,1995-96,train
1996-05-12_ath_madrid_salamanca,1995-96,train
1996-05-12_celta_betis,1995-96,train
1996-05-12_la_coruna_oviedo,1995-96,train
1996-05-12_merida_vallecano,1995-96,train
1996-05-12_santander_tenerife,1995-96,train
1996-05-12_sevilla_valencia,1995-96,train
1996-05-12_sociedad_albacete,1995-96,train
1996-05-12_sp_gijon_compostela,1995-96,train
1996-05-12_valladolid_real_madrid,1995-96,train
1996-05-12_zaragoza_ath_bilbao,1995-96,train
1996-05-15_espanol_barcelona,1995-96,train
1996-05-18_tenerife_ath_madrid,1995-96,train
1996-05-19_albacete_santander,1995-96,train
1996-05-19_barcelona_celta,1995-96,train
1996-05-19_betis_la_coruna,1995-96,train
1996-05-19_compostela_sevilla,1995-96,train
1996-05-19_oviedo_valladolid,1995-96,train
1996-05-19_real_madrid_merida,1995-96,train
1996-05-19_salamanca_sp_gijon,1995-96,train
1996-05-19_sociedad_ath_bilbao,1995-96,train
1996-05-19_valencia_espanol,1995-96,train
1996-05-19_vallecano_zaragoza,1995-96,train
1996-05-25_ath_bilbao_vallecano,1995-96,train
1996-05-25_ath_madrid_albacete,1995-96,train
1996-05-25_celta_valencia,1995-96,train
1996-05-25_espanol_compostela,1995-96,train
1996-05-25_santander_sociedad,1995-96,train
1996-05-25_sevilla_salamanca,1995-96,train
1996-05-25_sp_gijon_tenerife,1995-96,train
1996-05-25_valladolid_betis,1995-96,train
1996-05-25_zaragoza_real_madrid,1995-96,train
1996-05-26_la_coruna_barcelona,1995-96,train
1996-05-26_merida_oviedo,1995-96,train
1996-08-31_la_coruna_real_madrid,1996-97,train
1996-09-01_ath_madrid_celta,1996-97,train
1996-09-01_betis_ath_bilbao,1996-97,train
1996-09-01_hercules_extremadura,1996-97,train
1996-09-01_oviedo_barcelona,1996-97,train
1996-09-01_santander_valencia,1996-97,train
1996-09-01_sociedad_sevilla,1996-97,train
1996-09-01_tenerife_compostela,1996-97,train
1996-09-01_vallecano_valladolid,1996-97,train
1996-09-01_zaragoza_logrones,1996-97,train
1996-09-02_espanol_sp_gijon,1996-97,train
1996-09-07_barcelona_espanol,1996-97,train
1996-09-07_compostela_ath_madrid,1996-97,train
1996-09-07_logrones_tenerife,1996-97,train
1996-09-07_valencia_sociedad,1996-97,train
1996-09-08_ath_bilbao_vallecano,1996-97,train
1996-09-08_celta_la_coruna,1996-97,train
1996-09-08_real_madrid_hercules,1996-97,train
1996-09-08_sevilla_zaragoza,1996-97,train
1996-09-08_sp_gijon_santander,1996-97,train
1996-09-08_valladolid_oviedo,1996-97,train
1996-09-09_extremadura_betis,1996-97,train
1996-09-14_zaragoza_valencia,1996-97,train
1996-09-15_ath_madrid_la_coruna,1996-97,train
1996-09-15_compostela_logrones,1996-97,train
1996-09-15_espanol_valladolid,1996-97,train
1996-09-15_hercules_celta,1996-97,train
1996-09-15_oviedo_ath_bilbao,1996-97,train
1996-09-15_santander_barcelona,1996-97,train
1996-09-15_sociedad_sp_gijon,1996-97,train
1996-09-15_tenerife_sevilla,1996-97,train
1996-09-15_vallecano_extremadura,1996-97,train
1996-09-16_betis_real_madrid,1996-97,train
1996-09-21_ath_bilbao_espanol,1996-97,train
1996-09-21_logrones_ath_madrid,1996-97,train
1996-09-21_valencia_tenerife,1996-97,train
1996-09-21_valladolid_santander,1996-97,train
1996-09-22_barcelona_sociedad,1996-97,train
1996-09-22_celta_betis,1996-97,train
1996-09-22_extremadura_oviedo,1996-97,train
1996-09-22_la_coruna_hercules,1996-97,train
1996-09-22_real_madrid_vallecano,1996-97,train
1996-09-22_sp_gijon_zaragoza,1996-97,train
1996-09-23_sevilla_compostela,1996-97,train
1996-09-28_betis_la_coruna,1996-97,train
1996-09-28_espanol_extremadura,1996-97,train
1996-09-28_santander_ath_bilbao,1996-97,train
1996-09-28_sociedad_valladolid,1996-97,train
1996-09-29_compostela_valencia,1996-97,train
1996-09-29_logrones_sevilla,1996-97,train
1996-09-29_oviedo_real_madrid,1996-97,train
1996-09-29_tenerife_sp_gijon,1996-97,train
1996-09-29_vallecano_celta,1996-97,train
1996-09-29_zaragoza_barcelona,1996-97,train
1996-09-30_ath_madrid_hercules,1996-97,train
1996-10-01_real_madrid_espanol,1996-97,train
1996-10-02_ath_bilbao_sociedad,1996-97,train
1996-10-02_barcelona_tenerife,1996-97,train
1996-10-02_celta_oviedo,1996-97,train
1996-10-02_extremadura_santander,1996-97,train
1996-10-02_hercules_betis,1996-97,train
1996-10-02_la_coruna_vallecano,1996-97,train
1996-10-02_sp_gijon_compostela,1996-97,train
1996-10-02_valencia_logrones,1996-97,train
1996-10-02_valladolid_zaragoza,1996-97,train
1996-10-03_sevilla_ath_madrid,1996-97,train
1996-10-12_ath_madrid_betis,1996-97,train
1996-10-12_compostela_barcelona,1996-97,train
1996-10-12_espanol_celta,1996-97,train
1996-10-12_sevilla_valencia,1996-97,train
1996-10-12_tenerife_valladolid,1996-97,train
1996-10-12_zaragoza_ath_bilbao,1996-97,train
1996-10-13_logrones_sp_gijon,1996-97,train
1996-10-13_oviedo_la_coruna,1996-97,train
1996-10-13_santander_real_madrid,1996-97,train
1996-10-13_sociedad_extremadura,1996-97,train
1996-10-13_vallecano_hercules,1996-97,train
1996-10-19_ath_bilbao_tenerife,1996-97,train
1996-10-19_extremadura_zaragoza,1996-97,train
1996-10-19_hercules_oviedo,1996-97,train
1996-10-19_la_coruna_espanol,1996-97,train
1996-10-19_real_madrid_sociedad,1996-97,train
1996-10-19_valladolid_compostela,1996-97,train
1996-10-20_barcelona_logrones,1996-97,train
1996-10-20_betis_vallecano,1996-97,train
1996-10-20_celta_santander,1996-97,train
1996-10-20_valencia_ath_madrid,1996-97,train
1996-10-21_sp_gijon_sevilla,1996-97,train
1996-10-22_zaragoza_real_madrid,1996-97,train
1996-10-23_ath_madrid_vallecano,1996-97,train
1996-10-23_compostela_ath_bilbao,1996-97,train
1996-10-23_espanol_hercules,1996-97,train
1996-10-23_logrones_valladolid,1996-97,train
1996-10-23_oviedo_betis,1996-97,train
1996-10-23_santander_la_coruna,1996-97,train
1996-10-23_sevilla_barcelona,1996-97,train
1996-10-23_sociedad_celta,1996-97,train
1996-10-23_tenerife_extremadura,1996-97,train
1996-10-23_valencia_sp_gijon,1996-97,train
1996-10-26_barcelona_valencia,1996-97,train
1996-10-26_betis_espanol,1996-97,train
1996-10-26_real_madrid_tenerife,1996-97,train
1996-10-26_sp_gijon_ath_madrid,1996-97,train
1996-10-27_ath_bilbao_logrones,1996-97,train
1996-10-27_celta_zaragoza,1996-97,train
1996-10-27_extremadura_compostela,1996-97,train
1996-10-27_hercules_santander,1996-97,train
1996-10-27_la_coruna_sociedad,1996-97,train
1996-10-27_vallecano_oviedo,1996-97,train
1996-10-28_valladolid_sevilla,1996-97,train
1996-11-02_santander_betis,1996-97,train
1996-11-03_ath_madrid_oviedo,1996-97,train
1996-11-03_compostela_real_madrid,1996-97,train
1996-11-03_espanol_vallecano,1996-97,train
1996-11-03_logrones_extremadura,1996-97,train
1996-11-03_sevilla_ath_bilbao,1996-97,train
1996-11-03_sociedad_hercules,1996-97,train
1996-11-03_tenerife_celta,1996-97,train
1996-11-03_valencia_valladolid,1996-97,train
1996-11-03_zaragoza_la_coruna,1996-97,train
1996-11-04_sp_gijon_barcelona,1996-97,train
1996-11-09_barcelona_ath_madrid,1996-97,train
1996-11-10_ath_bilbao_valencia,1996-97,train
1996-11-10_betis_sociedad,1996-97,train
